Number,num,Title,smiles,ho,lu,fermi,gap,molecular_weight,nonh_atoms,logp,saturation,aromatic,double_or_triple_bond,small_rings,only_CH,heteroatoms,has_O,O_single,O_single_aromatic_carbon,O_double,carbonyl,acrolein,has_N,amine,N_single_aromatic_carbon,aromatic_n,cyano,nitro,nitroso,has_N=O,acrylonitrile
327-26,481,CF3AQ,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2C(F)(F)F,-7.549,-3.401,-5.475,4.148000000000001,276.04,20,3.48,False,True,8,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-27,482,CF3BQ,O=C1C=CC(=C2C=CC(=O)C(C(F)(F)F)=C2)C=C1,-7.235,-4.502,-5.8685,2.7330000000000005,252.04,18,2.61,False,False,7,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-28,483,AcQ,CC(=O)C1=CC(=O)C=CC1=O,-7.375,-4.051,-5.713,3.324,150.03,11,0.21,False,False,5,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-29,484,AcNQ,CC(=O)C1=CC(=O)C2=C(C=CC=C2)C1=O,-7.251,-3.675,-5.463,3.5760000000000005,200.05,15,1.58,False,True,7,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-30,485,AcAQ,CC(=O)C1=CC=CC2=C1C(=O)C1=C(C=CC=C1)C2=O,-7.02,-3.37,-5.195,3.6499999999999995,250.06,19,2.66,False,True,9,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-31,486,AcBQ,CC(=O)C1=CC(=C2C=CC(=O)C=C2)C=CC1=O,-7.034,-4.333,-5.6835,2.7009999999999996,226.06,17,1.63,False,False,8,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-32,487,MeOQ,COC1=CC(=O)C=CC1=O,-7.489,-3.579,-5.534,3.9099999999999997,138.03,10,0.22,False,False,4,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
327-33,488,MeONQ,COC1=CC(=O)C2=C(C=CC=C2)C1=O,-7.301,-3.219,-5.26,4.082000000000001,188.05,14,1.6,False,True,6,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
327-34,489,MeOAQ,COC1=CC=CC2=C1C(=O)C1=C(C=CC=C1)C2=O,-6.71,-2.964,-4.837,3.746,238.06,18,2.47,False,True,8,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
327-35,490,MeOBQ,COC1=CC(=C2C=CC(=O)C=C2)C=CC1=O,-6.37,-4.016,-5.193,2.354,214.06,16,1.65,False,False,7,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
327-36,491,MeNHQ,CNC1=CC(=O)C=CC1=O,-6.502,-3.387,-4.9445,3.1149999999999998,137.05,10,-0.2,False,False,4,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
327-37,492,MeNHNQ,CNC1=CC(=O)C2=C(C=CC=C2)C1=O,-6.398,-3.063,-4.7305,3.3349999999999995,187.06,14,1.17,False,True,6,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
327-38,493,MeNHAQ,CNC1=CC=CC2=C1C(=O)C1=C(C=CC=C1)C2=O,-5.947,-2.958,-4.452500000000001,2.989,237.08,18,2.5,False,True,8,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False
327-39,494,MeNHBQ,CNC1=CC(=C2C=CC(=O)C=C2)C=CC1=O,-5.961,-3.809,-4.885,2.152,213.08,16,1.22,False,False,7,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
327-40,495,VinylQ,C=CC1=CC(=O)C=CC1=O,-7.373,-3.849,-5.611000000000001,3.524,134.04,10,0.81,False,False,5,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-41,496,VinylNQ,C=CC1=CC(=O)C2=C(C=CC=C2)C1=O,-7.229,-3.528,-5.3785,3.701,184.05,14,2.18,False,True,7,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-42,497,VinylAQ,C=CC1=CC=CC2=C1C(=O)C1=C(C=CC=C1)C2=O,-6.822,-3.129,-4.9755,3.693,234.07,18,3.11,False,True,9,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-43,498,VinylBQ,C=CC1=CC(=C2C=CC(=O)C=C2)C=CC1=O,-6.623,-4.169,-5.396,2.4540000000000006,210.07,16,2.23,False,False,8,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-44,499,CCQ,C#CC1=CC(=O)C=CC1=O,-7.699,-3.995,-5.8469999999999995,3.7039999999999997,132.02,10,0.25,False,False,5,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-45,500,CCNQ,C#CC1=CC(=O)C2=C(C=CC=C2)C1=O,-7.508,-3.654,-5.5809999999999995,3.854,182.04,14,1.63,False,True,7,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-46,501,CCAQ,C#CC1=CC=CC2=C1C(=O)C1=C(C=CC=C1)C2=O,-6.972,-3.18,-5.0760000000000005,3.7920000000000003,232.05,18,2.44,False,True,9,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
327-47,502,CCBQ,C#CC1=CC(=C2C=CC(=O)C=C2)C=CC1=O,-6.786,-4.266,-5.526,2.5199999999999996,208.05,16,1.68,False,False,8,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
328-07,503,MeN,CC1=CC=CC2=C1C=CC=C2,-5.986,-1.331,-3.6585,4.654999999999999,142.08,11,3.15,False,True,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-08,504,MeA,CC1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.425,-1.978,-3.7015,3.447,192.09,15,4.3,False,True,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-09,505,MeB,CC1=CC=C(C2=CC=CC=C2)C=C1,-6.169,-1.033,-3.601,5.135999999999999,168.09,13,3.66,False,True,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-10,506,MeP,CC1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-5.588,-1.791,-3.6895,3.797,216.09,17,4.89,False,True,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-13,507,NH2A,NC1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.06,-1.852,-3.456,3.2079999999999993,193.09,15,3.58,False,True,7,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-15,508,NH2P,NC1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-5.538,-1.732,-3.6350000000000002,3.806,217.09,17,4.17,False,True,8,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-17,509,OHN,OC1=CC=CC2=C1C=CC=C2,-5.766,-1.209,-3.4875,4.557,144.06,11,2.55,False,True,5,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
328-18,510,OHA,OC1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.29,-1.939,-3.6145,3.351,194.07,15,3.7,False,True,7,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
328-19,511,OHB,OC1=CC=C(C2=CC=CC=C2)C=C1,-5.947,-0.929,-3.438,5.018,170.07,13,3.06,False,True,6,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
328-20,512,OHP,OC1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-5.672,-1.867,-3.7695,3.8049999999999997,218.07,17,4.29,False,True,8,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
328-21,513,NHMe,CNC1=CC=CC=C1,-5.601,-0.259,-2.93,5.342,107.07,8,1.73,False,True,3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-22,514,NHMeN,CNC1=CC=CC2=C1C=CC=C2,-5.358,-1.122,-3.2399999999999998,4.236,157.09,12,2.88,False,True,5,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-23,515,NHMeA,CNC1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.276,-1.942,-3.609,3.3339999999999996,207.1,16,4.03,False,True,7,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-24,516,NHMeB,CNC1=CC=C(C2=CC=CC=C2)C=C1,-5.468,-0.781,-3.1245,4.687,183.1,14,3.4,False,True,6,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-25,517,NHMeP,CNC1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-5.459,-1.685,-3.572,3.7739999999999996,231.1,18,4.63,False,True,8,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-27,518,OMeN,COC1=CC=CC2=C1C=CC=C2,-5.712,-1.144,-3.428,4.568,158.07,12,2.85,False,True,5,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
328-28,519,OMeA,COC1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.445,-2.002,-3.7235,3.4430000000000005,208.09,16,4.0,False,True,7,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
328-29,520,OMeB,COC1=CC=C(C2=CC=CC=C2)C=C1,-5.866,-0.897,-3.3815,4.968999999999999,184.09,14,3.36,False,True,6,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
328-30,521,OMeP,COC1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-5.606,-1.806,-3.706,3.8,232.09,18,4.59,False,True,8,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
328-32,522,NHPhN,C1=CC=C(NC2=CC=CC3=C2C=CC=C3)C=C1,-5.347,-1.413,-3.3800000000000003,3.934,219.1,17,4.58,False,True,8,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-33,523,NHPhA,C1=CC=C(NC2=C3C=CC=CC3=CC3=C2C=CC=C3)C=C1,-5.359,-2.114,-3.7365,3.245,269.12,21,5.74,False,True,10,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-34,524,NHPhB,C1=CC=C(NC2=CC=C(C3=CC=CC=C3)C=C2)C=C1,-5.343,-1.059,-3.201,4.284,245.12,19,5.1,False,True,9,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-35,525,NHPhP,C1=CC=C(NC2=CC3=C4C(=C2)C=CC2=C4C(=CC=C2)C=C3)C=C1,-5.412,-1.818,-3.615,3.594,293.12,23,6.33,False,True,11,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
328-37,526,ClN,ClC1=CC=CC2=C1C=CC=C2,-6.23,-1.643,-3.9365,4.587000000000001,162.02,11,3.49,False,True,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-38,527,ClA,ClC1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.663,-2.238,-3.9505,3.4250000000000003,212.04,15,4.65,False,True,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-39,528,ClB,ClC1=CC=C(C2=CC=CC=C2)C=C1,-6.405,-1.337,-3.871,5.0680000000000005,188.04,13,4.01,False,True,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-40,529,ClP,ClC1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-5.868,-2.061,-3.9645,3.8070000000000004,236.04,17,5.24,False,True,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-42,530,CNN,N#CC1=CC=CC2=C1C=CC=C2,-6.653,-2.261,-4.457,4.3919999999999995,153.06,12,2.71,False,True,6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
328-43,531,CNA,N#CC1=C2C=CC=CC2=CC2=C1C=CC=C2,-6.031,-2.709,-4.37,3.3219999999999996,203.07,16,3.86,False,True,8,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
328-44,532,CNB,N#CC1=CC=C(C2=CC=CC=C2)C=C1,-6.826,-2.06,-4.443,4.766,179.07,14,3.23,False,True,7,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
328-45,533,CNP,N#CC1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-6.127,-2.302,-4.2145,3.8249999999999997,227.07,18,4.46,False,True,9,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
328-47,534,NO2N,O=[N+]([O-])C1=CC=CC2=C1C=CC=C2,-6.773,-2.854,-4.8134999999999994,3.9189999999999996,173.05,13,2.75,False,True,6,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
328-48,535,NO2A,O=[N+]([O-])C1=C2C=CC=CC2=CC2=C1C=CC=C2,-6.088,-2.843,-4.4655000000000005,3.245,223.06,17,3.9,False,True,8,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
328-49,536,NO2B,O=[N+]([O-])C1=CC=C(C2=CC=CC=C2)C=C1,-6.991,-2.839,-4.915,4.151999999999999,199.06,15,3.26,False,True,7,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
328-50,537,NO2P,O=[N+]([O-])C1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-6.162,-2.773,-4.4675,3.389,247.06,19,4.49,False,True,9,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
328-52,538,CF3N,FC(F)(F)C1=CC=CC2=C1C=CC=C2,-6.56,-1.89,-4.225,4.67,196.05,14,3.86,False,True,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-53,539,CF3A,FC(F)(F)C1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.917,-2.444,-4.1805,3.473,246.07,18,5.01,False,True,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-54,540,CF3B,FC(F)(F)C1=CC=C(C2=CC=CC=C2)C=C1,-6.76,-1.649,-4.2044999999999995,5.111,222.07,16,4.37,False,True,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-55,541,CF3P,FC(F)(F)C1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-5.975,-2.159,-4.067,3.816,270.07,20,5.6,False,True,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-57,542,AcN,CC(=O)C1=CC=CC2=C1C=CC=C2,-6.369,-2.217,-4.293,4.151999999999999,170.07,13,3.04,False,True,6,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
328-58,543,AcA,CC(=O)C1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.726,-2.276,-4.0009999999999994,3.45,220.09,17,4.2,False,True,8,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
328-59,544,AcB,CC(=O)C1=CC=C(C2=CC=CC=C2)C=C1,-6.62,-2.044,-4.332,4.5760000000000005,196.09,15,3.56,False,True,7,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
328-60,545,AcP,CC(=O)C1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-5.855,-2.03,-3.9425,3.8250000000000006,244.09,19,4.79,False,True,9,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
328-62,546,PhN,C1=CC=C(C2=CC=CC3=C2C=CC=C3)C=C1,-5.942,-1.465,-3.7035,4.477,204.09,16,4.51,False,True,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-63,547,PhA,C1=CC=C(C2=C3C=CC=CC3=CC3=C2C=CC=C3)C=C1,-5.456,-1.996,-3.726,3.4600000000000004,254.11,20,5.66,False,True,10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-65,548,PhB,C1=CC=C(C2=CC3=C4C(=C2)C=CC2=C4C(=CC=C2)C=C3)C=C1,-5.66,-1.853,-3.7565,3.8070000000000004,278.11,22,6.25,False,True,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-67,549,VinylN,C=CC1=CC=CC2=C1C=CC=C2,-5.945,-1.622,-3.7835,4.323,154.08,12,3.48,False,True,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-68,550,VinylA,C=CC1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.443,-2.072,-3.7575,3.3709999999999996,204.09,16,4.64,False,True,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-69,551,VinylB,C=CC1=CC=C(C2=CC=CC=C2)C=C1,-6.04,-1.58,-3.81,4.46,180.09,14,4.0,False,True,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-70,552,VinylP,C=CC1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-5.678,-1.878,-3.778,3.8,228.09,18,5.23,False,True,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-72,553,CCN,C#CC1=CC=CC2=C1C=CC=C2,-6.084,-1.787,-3.9354999999999998,4.297,152.06,12,2.82,False,True,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-73,554,CCN,C#CC1=C2C=CC=CC2=CC2=C1C=CC=C2,-5.561,-2.306,-3.9335,3.255,202.08,16,3.97,False,True,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-74,555,CCB,C#CC1=CC=C(C2=CC=CC=C2)C=C1,-6.254,-1.599,-3.9265,4.654999999999999,178.08,14,3.33,False,True,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328-75,556,CCP,C#CC1=CC2=C3C(=C1)C=CC1=C3C(=CC=C1)C=C2,-5.791,-1.964,-3.8775000000000004,3.8270000000000004,226.08,18,4.57,False,True,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152-122,557,PV29,O=C1NC(=O)C2=C3C1=CC=C1C4=CC=C5C(=O)NC(=O)C6=C5C4=C(C=C6)C(=C31)C=C2,-6.405,-3.896,-5.1505,2.5090000000000003,390.06,30,3.5,False,True,14,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
152-123,558,NDI,O=C1NC(=O)C2=C3C1=CC=C1C(=O)NC(=O)C(=C13)C=C2,-7.507,-3.875,-5.691,3.6319999999999997,266.03,20,0.61,False,True,9,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
152-75,559,H6B3N3,B1NBNBN1,-7.869,0.13,-3.8695,7.999,81.08,6,-3.43,True,False,0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
329-01,560,BenzoFuran,C1=CC2=COC=C2C=C1,-5.585,-1.52,-3.5525,4.0649999999999995,118.04,9,2.43,False,True,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
329-02,561,C4BNH6,[BH-]1=CC=CC=[NH+]1,-6.33,-0.961,-3.6455,5.369,79.06,6,-0.43,False,True,3,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
