Number,num,Title,smiles,ho,lu,fermi,gap,molecular_weight,nonh_atoms,logp,saturation,aromatic,double_or_triple_bond,small_rings,only_CH,heteroatoms,has_O,O_single,O_single_aromatic_carbon,O_double,carbonyl,acrolein,has_N,amine,N_single_aromatic_carbon,aromatic_n,cyano,nitro,nitroso,has_N=O,acrylonitrile
312-45,90,pDiCH2Cl,ClCC1=CC=C(CCl)C=C1,-7.203,-1.556,-4.3795,5.647,174.0,10,3.16,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-46,91,CCl3,ClC(Cl)(Cl)C1=CC=CC=C1,-7.414,-1.532,-4.473,5.882,193.95,10,3.51,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-47,92,pDiCCl3,ClC(Cl)(Cl)C1=CC=C(C(Cl)(Cl)Cl)C=C1,-7.676,-2.186,-4.931,5.49,309.84,14,5.34,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-48,93,PhF,FC1=CC=CC=C1,-6.993,-0.755,-3.874,6.238,96.04,7,1.83,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-49,94,oF2,FC1=C(F)C=CC=C1,-7.11,-0.894,-4.002,6.216,114.03,8,1.96,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-50,95,pF2,FC1=CC=C(F)C=C1,-6.958,-1.09,-4.024,5.868,114.03,8,1.96,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-51,96,SymF3,FC1=CC(F)=CC(F)=C1,-7.483,-0.879,-4.181,6.603999999999999,132.02,9,2.1,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-52,97,pF4,FC1=C(F)C=C(F)C(F)=C1,-7.225,-1.369,-4.297,5.856,150.01,10,2.24,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-53,98,PhCl,ClC1=CC=CC=C1,-6.941,-0.804,-3.8725,6.137,112.01,7,2.34,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-54,99,oCl2,ClC1=C(Cl)C=CC=C1,-7.026,-1.065,-4.0455,5.961,145.97,8,2.99,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-55,100,pCl2,ClC1=CC=C(Cl)C=C1,-6.905,-1.152,-4.0285,5.753,145.97,8,2.99,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-56,101,SymCl3,ClC1=CC(Cl)=CC(Cl)=C1,-7.384,-1.38,-4.382,6.0040000000000004,179.93,9,3.65,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-57,102,pCl4,ClC1=C(Cl)C=C(Cl)C(Cl)=C1,-7.108,-1.612,-4.359999999999999,5.4959999999999996,213.89,10,4.3,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-58,103,DiCH2,C=C1C=CC(=C)C=C1,-5.713,-1.993,-3.853,3.7199999999999998,104.06,8,0.51,False,True,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-59,104,DiCCN2,N#CC(C#N)=C1C=CC(=C(C#N)C#N)C=C1,-7.639,-5.124,-6.3815,2.5150000000000006,204.04,16,0.08,False,True,8,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312-60,105,PhCN,N#CC1=CC=CC=C1,-7.578,-1.824,-4.7010000000000005,5.7540000000000004,103.04,8,1.56,False,True,4,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312-61,106,oCN2,N#CC1=C(C#N)C=CC=C1,-8.076,-2.727,-5.4015,5.349,128.04,10,1.43,False,True,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312-62,107,pCN2,N#CC1=CC=C(C#N)C=C1,-8.04,-2.906,-5.473,5.133999999999999,128.04,10,1.43,False,True,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312-63,108,PhOH,OC1=CC=CC=C1,-6.32,-0.496,-3.4080000000000004,5.824,94.04,7,1.39,False,True,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312-64,109,oHQ,OC1=C(O)C=CC=C1,-6.017,-0.321,-3.169,5.696000000000001,110.04,8,1.1,False,True,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312-65,110,pHQ,OC1=CC=C(O)C=C1,-5.776,-0.597,-3.1864999999999997,5.179,110.04,8,1.1,False,True,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312-66,111,SymOH3,OC1=CC(O)=CC(O)=C1,-6.21,0.078,-3.066,6.288,126.03,9,0.8,False,True,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312-67,112,PhOMe,COC1=CC=CC=C1,-6.195,-0.41,-3.3025,5.785,108.06,8,1.7,False,True,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312-68,113,pDiOMe,COC1=CC=C(OC)C=C1,-5.603,-0.444,-3.0235,5.159,138.07,10,1.7,False,True,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312-69,114,PhenylAcetate,CC(=O)OC1=CC=CC=C1,-6.863,-0.704,-3.7835,6.159000000000001,136.05,10,1.61,False,True,4,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
312-70,115,PhenylDiAcetate,CC(=O)OC1=CC=C(OC(C)=O)C=C1,-6.699,-0.866,-3.7824999999999998,5.833,194.06,14,1.54,False,True,5,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
312-71,116,oQ,O=C1C=CC=CC1=O,-7.163,-3.988,-5.5755,3.1750000000000003,108.02,8,0.25,False,False,4,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-72,117,pQ,O=C1C=CC(=O)C=C1,-7.729,-3.889,-5.809,3.8400000000000003,108.02,8,0.25,False,False,4,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-73,118,Formyl,O=CC1=CC=CC=C1,-7.283,-2.132,-4.7075000000000005,5.151,106.04,8,1.5,False,True,4,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-74,119,pDiFormyl,O=CC1=CC=C(C=O)C=C1,-7.621,-3.071,-5.346,4.550000000000001,134.04,10,1.31,False,True,5,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-75,120,Acetal,CC(=O)C1=CC=CC=C1,-7.067,-1.888,-4.4775,5.179,120.06,9,1.89,False,True,4,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-76,121,pDiAcetal,CC(=O)C1=CC=C(C(C)=O)C=C1,-7.297,-2.648,-4.9725,4.648999999999999,162.07,12,2.09,False,True,5,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-77,122,Benzoic,O=C(O)C1=CC=CC=C1,-7.422,-1.75,-4.586,5.672,122.04,9,1.38,False,True,4,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312-78,123,H2BDC,O=C(O)C1=CC=C(C(=O)O)C=C1,-7.727,-2.555,-5.141,5.172000000000001,166.03,12,1.08,False,True,5,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312-79,124,COOMe,COC(=O)C1=CC=CC=C1,-7.322,-1.604,-4.463,5.718,136.05,10,1.47,False,True,4,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312-80,125,pDiCOOMe,COC(=O)C1=CC=C(C(=O)OC)C=C1,-7.533,-2.304,-4.9185,5.229000000000001,194.06,14,1.26,False,True,5,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312-81,126,COCl,O=C(Cl)C1=CC=CC=C1,-7.761,-2.434,-5.0975,5.327,140.0,9,2.07,False,True,4,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-82,127,pDiCOCl,O=C(Cl)C1=CC=C(C(=O)Cl)C=C1,-8.31,-3.493,-5.9015,4.817,201.96,12,2.44,False,True,5,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-83,128,CONH2,NC(=O)C1=CC=CC=C1,-7.125,-1.451,-4.288,5.6739999999999995,121.05,9,0.79,False,True,4,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
312-84,129,pDiCONH2,NC(=O)C1=CC=C(C(N)=O)C=C1,-7.277,-2.092,-4.6845,5.1850000000000005,164.06,12,-0.12,False,True,5,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
312-85,130,pDiCO,O=C=C1C=CC(=C=O)C=C1,-5.016,-1.664,-3.34,3.3520000000000003,132.02,10,-1.31,False,True,6,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
312-86,131,Pyridine,C1=CC=NC=C1,-7.197,-1.073,-4.135,6.1240000000000006,79.04,6,1.08,False,True,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312-87,132,oDiN,C1=CC=NN=C1,-6.693,-1.798,-4.2455,4.895,80.04,6,0.48,False,True,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312-88,133,pDiN,C1=CN=CC=N1,-7.133,-1.817,-4.475,5.316,80.04,6,0.48,False,True,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312-89,134,mDiN,C1=CN=CN=C1,-7.243,-1.559,-4.401,5.684,80.04,6,0.48,False,True,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312-90,135,Triazine,C1=NC=NC=N1,-7.883,-1.908,-4.8955,5.975,81.03,6,-0.13,False,True,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312-91,136,Ani,NC1=CC=CC=C1,-5.762,-0.296,-3.029,5.465999999999999,93.06,7,1.27,False,True,3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312-92,137,pDiNH2,NC1=CC=C(N)C=C1,-5.009,-0.263,-2.636,4.746,108.07,8,0.85,False,True,3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312-93,138,Hydrazine,NNC1=CC=CC=C1,-5.625,-0.182,-2.9035,5.443,108.07,8,0.97,False,True,3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312-94,139,pDiHydrazine,NNC1=CC=C(NN)C=C1,-4.844,-0.06,-2.452,4.784000000000001,138.09,10,0.26,False,True,3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312-95,140,NHOH,ONC1=CC=CC=C1,-6.01,-0.408,-3.209,5.601999999999999,109.05,8,1.49,False,True,3,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False
312-96,141,pDiNHOH,ONC1=CC=C(NO)C=C1,-5.431,-0.439,-2.935,4.992,140.06,10,1.29,False,True,3,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False
312-97,142,Acetamide,CC(=O)NC1=CC=CC=C1,-6.312,-0.728,-3.52,5.5840000000000005,135.07,10,1.64,False,True,4,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False
312-98,143,pDiAcetamide,CC(=O)NC1=CC=C(NC(C)=O)C=C1,-5.879,-0.888,-3.3834999999999997,4.991,192.09,14,1.6,False,True,5,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False
312-99,144,AzoH,N=NC1=CC=CC=C1,-6.63,-2.277,-4.4535,4.353,106.05,8,2.35,False,True,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312-A0,145,pDiAzoH,N=NC1=CC=C(N=N)C=C1,-6.82,-2.981,-4.9005,3.8390000000000004,134.06,10,3.01,False,True,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312-A1,146,Nitroso,O=NC1=CC=CC=C1,-6.348,-3.082,-4.715,3.266,107.04,8,2.08,False,True,4,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False
312-A2,147,pDiNitroso,O=NC1=CC=C(N=O)C=C1,-6.846,-4.153,-5.499499999999999,2.6930000000000005,136.03,10,2.48,False,True,5,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False
312-A3,148,Nitro,O=[N+]([O-])C1=CC=CC=C1,-7.894,-2.847,-5.3705,5.047000000000001,123.03,9,1.59,False,True,4,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
312-A4,149,oDiNitro,O=[N+]([O-])C1=CC=CC=C1[N+](=O)[O-],-8.27,-3.425,-5.8475,4.845,168.02,12,1.5,False,True,5,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
312-A5,150,mDiNitro,O=[N+]([O-])C1=CC=CC([N+](=O)[O-])=C1,-8.694,-3.524,-6.109,5.170000000000001,168.02,12,1.5,False,True,5,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
312-A6,151,pDiNitro,O=[N+]([O-])C1=CC=C([N+](=O)[O-])C=C1,-8.611,-3.866,-6.2385,4.745000000000001,168.02,12,1.5,False,True,5,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False
312-A7,152,DPA,C1=CC=C(NC2=CC=CC=C2)C=C1,-5.422,-0.614,-3.018,4.808,169.09,13,3.43,False,True,6,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312-A8,153,TPA,C1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,-5.255,-0.868,-3.0615,4.387,245.12,19,5.16,False,True,9,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312-A9,154,DiphenylMethane,C1=CC=C(CC2=CC=CC=C2)C=C1,-6.573,-0.566,-3.5695,6.007000000000001,168.09,13,3.28,False,True,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-B0,155,Ph2O,C1=CC=C(OC2=CC=CC=C2)C=C1,-6.208,-0.765,-3.4865,5.4430000000000005,170.07,13,3.48,False,True,6,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312-B1,156,NQ,O=C1C=CC(=O)C2=C1C=CC=C2,-7.524,-3.524,-5.524,4.0,158.04,12,1.62,False,True,6,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-B2,157,AQ,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2,-7.327,-3.149,-5.2379999999999995,4.178,208.05,16,2.46,False,True,8,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-B3,158,PhenQ,O=C1C(=O)C2=C(C=CC=C2)C2=C1C=CC=C2,-6.918,-3.379,-5.1485,3.539,208.05,16,2.73,False,True,8,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-B4,159,BiphQ,O=C1C=CC(=C2C=CC(=O)C=C2)C=C1,-6.908,-4.178,-5.543,2.7300000000000004,184.05,14,1.67,False,False,7,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-B5,160,Cp,C1=CCC=C1,-6.122,-0.738,-3.4299999999999997,5.384,66.05,5,1.5,False,False,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-B6,161,Pyrrole,C1=CNC=C1,-5.896,0.742,-2.577,6.638,67.04,5,1.01,False,True,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312-B7,162,Furan,C1=COC=C1,-6.461,-0.044,-3.2525,6.417000000000001,68.03,5,1.28,False,True,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-B8,163,Thiophene,C1=CSC=C1,-6.649,-0.652,-3.6505,5.997,84.0,5,1.75,False,True,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-B9,164,BCp,C1=CC2=CC=CC=C2C1,-6.088,-0.898,-3.493,5.19,116.06,9,2.26,False,True,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-C0,165,BPyrrole,C1=CC=C2NC=CC2=C1,-5.757,-0.558,-3.1574999999999998,5.199,117.06,9,2.17,False,True,4,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312-C1,166,BFuran,C1=CC=C2OC=CC2=C1,-6.296,-0.902,-3.599,5.394,118.04,9,2.43,False,True,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-C2,167,BThiophene,C1=CC=C2SC=CC2=C1,-6.143,-1.035,-3.589,5.108,134.02,9,2.9,False,True,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-C3,168,DBCp,C1=CC=C2C(=C1)CC1=C2C=CC=C1,-6.065,-1.14,-3.6025,4.925000000000001,166.08,13,3.26,False,True,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-C4,169,Car,C1=CC=C2C(=C1)NC1=C2C=CC=C1,-5.775,-1.107,-3.4410000000000003,4.668,167.07,13,3.32,False,True,6,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312-C5,170,DBFuran,C1=CC=C2C(=C1)OC1=C2C=CC=C1,-6.308,-1.356,-3.832,4.952,168.06,13,3.59,False,True,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-C6,171,DBT,C1=CC=C2C(=C1)SC1=C2C=CC=C1,-6.062,-1.353,-3.7075,4.7090000000000005,184.03,13,4.05,False,True,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-C7,172,CpO,O=C1C=CC=C1,-6.975,-3.119,-5.047,3.8559999999999994,80.03,6,0.68,False,False,3,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-C8,173,BCpO,O=C1C=CC2=CC=CC=C12,-6.728,-2.839,-4.7835,3.889,130.04,10,1.9,False,True,5,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-C9,174,DBCpO,O=C1C2=CC=CC=C2C2=C1C=CC=C2,-6.544,-2.623,-4.5835,3.9209999999999994,180.06,14,2.9,False,True,7,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-D0,175,TO,O=S1C=CC=C1,-6.644,-2.345,-4.4945,4.2989999999999995,100.0,6,0.78,False,False,3,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312-D1,176,TO2,O=S1(=O)C=CC=C1,-7.525,-2.779,-5.152,4.746,115.99,7,0.44,False,False,4,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312-D3,177,BTO,O=S1C=CC2=CC=CC=C21,-6.5,-2.155,-4.3275,4.345000000000001,150.01,10,1.78,False,True,5,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312-D4,178,BTO2,O=S1(=O)C=CC2=CC=CC=C21,-7.173,-2.437,-4.805,4.736000000000001,166.01,11,1.44,False,True,6,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312-D5,179,DBTO,O=S1C2=CC=CC=C2C2=C1C=CC=C2,-6.461,-1.947,-4.204000000000001,4.514,200.03,14,2.83,False,True,7,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312-D6,180,DBTO2,O=S1(=O)C2=CC=CC=C2C2=C1C=CC=C2,-6.921,-2.158,-4.5395,4.763,216.02,15,2.5,False,True,8,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312-D7,181,PyO,ON1C=CCC=C1,-6.186,-1.516,-3.851,4.67,97.05,7,1.11,False,False,2,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False
312-D8,182,TEMPO,CC1(C)CCCC(C)(C)N1O,-5.372,-1.555,-3.4635,3.817,157.15,11,2.42,True,False,0,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False
312-D9,183,TEMPOH,CC1(C)CCCC(C)(C)N1O,-6.072,0.432,-2.82,6.5040000000000004,157.15,11,2.42,True,False,0,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False
312-E0,184,Indantrione,O=C1C(=O)C2=CC=CC=C2C1=O,-6.864,-3.851,-5.3575,3.013,160.02,12,-0.2,False,True,6,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
312-E1,185,Ph2CO,O=C(C1=CC=CC=C1)C1=CC=CC=C1,-6.956,-2.093,-4.5245,4.863,182.07,14,2.92,False,True,7,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
312-E2,186,Fc,C1=C[CH-]C=C1.C1=C[CH-]C=C1.[Fe+2],-5.555,-0.182,-2.8685,5.372999999999999,186.01,11,2.81,False,True,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-E3,187,CrPhH2,C1=CC=CC=C1.C1=CC=CC=C1.[Cr],-4.373,-0.29,-2.3315,4.083,208.03,13,3.37,False,True,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312-E4,188,oBDCAnhydride,O=C1OC(=O)C2=CC=CC=C12,-8.267,-2.954,-5.6105,5.312999999999999,148.02,11,1.0,False,True,5,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312-E5,189,AminoQ,NC1=CC(=O)C=CC1=O,-6.732,-3.48,-5.106,3.2520000000000002,123.03,9,-0.46,False,False,4,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
312-E6,190,AminoNQ,NC1=CC(=O)C2=C(C=CC=C2)C1=O,-6.611,-3.148,-4.8795,3.4629999999999996,173.05,13,0.91,False,True,6,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False
312-E7,191,AminoAQ,NC1=CC=CC2=C1C(=O)C1=C(C=CC=C1)C2=O,-6.126,-2.968,-4.547000000000001,3.1580000000000004,223.06,17,2.04,False,True,8,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False
312-E8,192,Imine,C(=N/C1=CC=CC=C1)\C1=CC=CC=C1,-6.212,-1.949,-4.0805,4.263,181.09,14,3.44,False,True,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312-E9,193,Amide,O=C(NC1=CC=CC=C1)C1=CC=CC=C1,-6.273,-1.596,-3.9345,4.677,197.08,15,2.94,False,True,7,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False
312-F0,194,Azo,C1=CC=C(/N=N/C2=CC=CC=C2)C=C1,-6.47,-2.558,-4.513999999999999,3.912,182.08,14,4.1,False,True,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312-F1,195,Boronic_ester,C1=CC=C(B2OC3=CC=CC=C3O2)C=C1,-6.436,-1.371,-3.9035,5.0649999999999995,196.07,15,1.85,False,True,6,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312-F2,196,CNCC,N#C/C(=C\C1=CC=CC=C1)C1=CC=CC=C1,-6.365,-2.444,-4.4045000000000005,3.9210000000000003,205.09,16,3.75,False,True,8,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
312-F3,197,Imide,O=C1C2=CC=CC=C2C(=O)N1C1=CC=CC=C1,-6.705,-2.631,-4.668,4.074,223.06,17,2.49,False,True,8,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False
312-F4,198,Dioxin,C1=CC2=C(C=C1)OC1=C(C=CC=C1)O2,-5.674,-0.783,-3.2285000000000004,4.891,184.05,14,3.58,False,True,6,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
312-F5,199,Phenazine,C1=CC2=C(C=C1)N=C1C=CC=CC1=N2,-6.385,-2.789,-4.587,3.5959999999999996,180.07,14,2.78,False,True,7,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
312-F6,200,oNitroAni,NC1=C([N+](=O)[O-])C=CC=C1,-6.416,-2.598,-4.507,3.8180000000000005,138.04,10,1.18,False,True,4,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False
312-F7,201,pNitroAni,N[C@H]1C=C[C@H]([N+](=O)[O-])C=C1,-6.596,-2.385,-4.4905,4.211,140.06,10,0.08,False,False,3,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False
312-F8,202,oCyanoAni,N#CC1=C(N)C=CC=C1,-6.345,-1.546,-3.9455,4.7989999999999995,118.05,9,1.14,False,True,4,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True
312-F9,203,pCyanoAni,N#C[C@H]1C=C[C@H](N)C=C1,-6.352,-1.243,-3.7975000000000003,5.109,120.07,9,0.58,False,False,3,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
312-G0,204,oNitroPhenol,O=[N+]([O-])C1=CC=CC=C1O,-7.13,-3.104,-5.117,4.026,139.03,10,1.3,False,True,4,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False
312-G1,205,pNitroPhenol,O=[N+]([O-])C1=CC=C(O)C=C1,-7.251,-2.639,-4.945,4.612,139.03,10,1.3,False,True,4,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False
312-G2,206,oCyanoPhenol,N#CC1=CC=CC=C1O,-7.009,-1.833,-4.421,5.176,119.04,9,1.26,False,True,4,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True
312-G3,207,pCyanoPhenol,N#CC1=CC=C(O)C=C1,-6.934,-1.489,-4.2115,5.445,119.04,9,1.26,False,True,4,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True
312-G4,208,Benzoate,O=C([O-])C1=CC=CC=C1,-6.582,-0.67,-3.626,5.912,121.03,9,0.05,False,True,4,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312-G5,209,HBDC,O=C([O-])C1=CC=C(C(=O)O)C=C1,-6.693,-1.826,-4.2595,4.866999999999999,165.02,12,-0.25,False,True,5,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
312-G6,210,AniH,[NH3+]C1=CC=CC=C1,-7.586,-0.979,-4.2825,6.607,94.07,7,0.56,False,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312-G7,211,DABH,NC1=CC=C([NH3+])C=C1,-5.895,-0.784,-3.3394999999999997,5.111,109.08,8,0.14,False,True,3,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
312-G9,212,AminoBenzoic,NC1=CC=C(C(=O)O)C=C1,-6.188,-1.248,-3.718,4.9399999999999995,137.05,10,0.97,False,True,4,False,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False
312-H0,213,AminoBenzoic_Zwitter,[NH3+]C1=CC=C(C(=O)[O-])C=C1,-6.707,-1.092,-3.8994999999999997,5.615,137.05,10,-1.08,False,True,4,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False
312-H1,214,oNitroBiphAni,NC1=CC=C(C2=CC=CC=C2)C=C1[N+](=O)[O-],-6.076,-2.615,-4.3454999999999995,3.4609999999999994,214.07,16,2.84,False,True,7,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False
312-H2,215,pNitroBiphAni,NC1=CC=C(C2=CC=C([N+](=O)[O-])C=C2)C=C1,-6.027,-2.632,-4.3295,3.395,214.07,16,2.84,False,True,7,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False
